row,col,lat,lon,population,income_index,vehicle_rate,food_access,food_access_norm,is_food_desert,food_class,desert_cluster,color
0,0,5.5617966223499815,-0.20389488509553094,100,5.0,0.063,2.1040072370099443,0.0,True,Food Desert,0.0,#880e4f
0,1,5.5617966223499815,-0.20028465528659284,100,7.9,0.176,12.073792147181797,0.3296819660902372,True,Food Desert,0.0,#880e4f
0,2,5.5617966223499815,-0.19667442547765474,145,26.3,0.305,21.66377101260789,0.6468044632758859,True,Food Desert,0.0,#880e4f
0,3,5.5617966223499815,-0.19306419566871663,448,8.9,0.139,10.2286560189915,0.26866679756586237,True,Food Desert,0.0,#880e4f
0,4,5.5617966223499815,-0.1894539658597785,246,19.5,0.202,20.336098029061212,0.6029008240816263,True,Food Desert,0.0,#880e4f
0,5,5.5617966223499815,-0.1858437360508404,100,5.0,0.182,24.244024925208866,0.7321285891805895,True,Food Desert,0.0,#880e4f
0,6,5.5617966223499815,-0.1822335062419023,100,14.9,0.297,53.504877020313145,1.6997297295369196,True,Food Desert,0.0,#880e4f
0,7,5.5617966223499815,-0.1786232764329642,656,5.0,0.157,29.212129383649202,0.8964144248688993,True,Food Desert,0.0,#880e4f
0,8,5.5617966223499815,-0.1750130466240261,100,11.4,0.13,24.990719415512036,0.7568203663703598,True,Food Desert,0.0,#880e4f
0,9,5.5617966223499815,-0.17140281681508795,453,20.3,0.237,53.8669947264442,1.7117042784754395,True,Food Desert,0.0,#880e4f
0,10,5.5617966223499815,-0.16779258700614985,100,5.0,0.227,59.29928248271018,1.8913397795409108,True,Food Desert,0.0,#880e4f
0,11,5.5617966223499815,-0.16418235719721175,286,8.8,0.209,58.46846444926042,1.86386619558711,True,Food Desert,0.0,#880e4f
0,12,5.5617966223499815,-0.16057212738827364,100,11.8,0.137,42.44638517081412,1.3340462802163606,True,Food Desert,0.0,#880e4f
0,13,5.5617966223499815,-0.15696189757933554,590,15.6,0.295,100.69753268995174,3.2603017625716673,True,Food Desert,0.0,#880e4f
0,14,5.5617966223499815,-0.15335166777039744,370,11.1,0.13,51.46189075439958,1.6321720304581213,True,Food Desert,0.0,#880e4f
0,15,5.5617966223499815,-0.14974143796145933,689,9.6,0.17,72.43256661740877,2.325632692954879,True,Food Desert,0.0,#880e4f
0,16,5.5617966223499815,-0.14613120815252123,135,28.6,0.274,119.90196738192759,3.8953561638398906,True,Food Desert,0.0,#880e4f
0,17,5.5617966223499815,-0.1425209783435831,100,16.8,0.216,96.75542299037672,3.1299436366934144,True,Food Desert,0.0,#880e4f
0,18,5.5617966223499815,-0.138910748534645,258,23.1,0.316,144.04602576166948,4.693754595476022,True,Food Desert,0.0,#880e4f
0,19,5.5617966223499815,-0.1353005187257069,754,31.7,0.32,151.70903815259734,4.947155949063639,True,Food Desert,0.0,#880e4f
0,20,5.5617966223499815,-0.1316902889167688,1042,12.6,0.223,106.16525878117373,3.441109142473896,True,Food Desert,0.0,#880e4f
0,21,5.5617966223499815,-0.12808005910783066,100,12.4,0.226,107.3732434396487,3.481054914704804,True,Food Desert,0.0,#880e4f
0,22,5.5617966223499815,-0.12446982929889255,987,16.8,0.178,84.1364622071631,2.712658425577084,True,Food Desert,0.0,#880e4f
0,23,5.5617966223499815,-0.12085959948995446,1014,30.7,0.25,117.39221066450649,3.812363247095681,True,Food Desert,0.0,#880e4f
0,24,5.5617966223499815,-0.11724936968101635,546,21.4,0.29,134.06163524041253,4.363589649399569,True,Food Desert,0.0,#880e4f
0,25,5.5617966223499815,-0.11363913987207824,100,19.7,0.263,119.63285859793785,3.8864572443750016,True,Food Desert,0.0,#880e4f
0,26,5.5617966223499815,-0.11002891006314014,353,24.1,0.339,152.90407763605236,4.986673648794447,True,Food Desert,0.0,#880e4f
0,27,5.5617966223499815,-0.10641868025420204,278,29.7,0.284,125.77959235212326,4.089718125865587,True,Food Desert,0.0,#880e4f
0,28,5.5617966223499815,-0.10280845044526392,1528,7.9,0.238,99.139773304518,3.208789600422478,True,Food Desert,0.0,#880e4f
0,29,5.5617966223499815,-0.09919822063632582,100,21.2,0.316,130.26017066112792,4.2378823921404605,True,Food Desert,0.0,#880e4f
0,30,5.5617966223499815,-0.09558799082738771,135,22.5,0.235,95.75616518945561,3.096900067608733,True,Food Desert,0.0,#880e4f
0,31,5.5617966223499815,-0.0919777610184496,187,17.4,0.249,94.85995453678184,3.067264073184916,True,Food Desert,0.0,#880e4f
0,32,5.5617966223499815,-0.08836753120951149,677,20.6,0.406,143.9436152870672,4.69036807441069,True,Food Desert,0.0,#880e4f
0,33,5.5617966223499815,-0.08475730140057339,848,15.9,0.228,76.49779849765517,2.4600622369187564,True,Food Desert,0.0,#880e4f
0,34,5.5617966223499815,-0.08114707159163527,374,16.8,0.205,67.54179615027884,2.163904146368645,True,Food Desert,0.0,#880e4f
0,35,5.5617966223499815,-0.07753684178269718,1226,16.2,0.185,53.76075728692118,1.7081912069046972,True,Food Desert,0.0,#880e4f
0,36,5.5617966223499815,-0.07392661197375905,100,20.2,0.28,73.39782699182047,2.3575520313249947,True,Food Desert,0.0,#880e4f
0,37,5.5617966223499815,-0.07031638216482095,100,5.3,0.097,23.593178723682254,0.7106063339589412,True,Food Desert,0.0,#880e4f
0,38,5.5617966223499815,-0.06670615235588284,495,9.5,0.093,22.06317476515232,0.6600119913809628,True,Food Desert,0.0,#880e4f
0,39,5.5617966223499815,-0.06309592254694474,498,5.0,0.103,23.802942753895355,0.717542834447042,True,Food Desert,0.0,#880e4f
0,40,5.5617966223499815,-0.059485692738006635,1014,17.2,0.124,27.884975592372342,0.852527954382875,True,Food Desert,0.0,#880e4f
0,41,5.5617966223499815,-0.05587546292906853,100,5.0,0.186,35.47926099883616,1.1036566363365794,True,Food Desert,0.0,#880e4f
0,42,5.5617966223499815,-0.0522652331201304,378,20.9,0.301,55.75583379135316,1.7741646206150072,True,Food Desert,0.0,#880e4f
0,43,5.5617966223499815,-0.048655003311192296,501,5.0,0.113,20.313886416151096,0.6021663279736138,True,Food Desert,0.0,#880e4f
0,44,5.5617966223499815,-0.04504477350225419,100,5.0,0.206,21.40567014431389,0.6382695548023896,True,Food Desert,0.0,#880e4f
1,0,5.565389867049945,-0.20389488509553094,376,5.0,0.185,12.584284285726287,0.34656297740847,True,Food Desert,0.0,#880e4f
1,1,5.565389867049945,-0.20028465528659284,100,15.8,0.193,13.606913978279318,0.3803794108281281,True,Food Desert,0.0,#880e4f
1,2,5.565389867049945,-0.19667442547765474,100,5.0,0.055,4.021866999827293,0.06342000183433052,True,Food Desert,0.0,#880e4f
1,3,5.565389867049945,-0.19306419566871663,100,5.0,0.16,12.14422738659083,0.33201112649034925,True,Food Desert,0.0,#880e4f
1,4,5.565389867049945,-0.1894539658597785,100,9.0,0.185,24.06601842560229,0.7262422502780058,True,Food Desert,0.0,#880e4f
1,5,5.565389867049945,-0.1858437360508404,100,5.0,0.224,40.3315191860796,1.2641116545301758,True,Food Desert,0.0,#880e4f
1,6,5.565389867049945,-0.1822335062419023,100,5.1,0.16,31.210263401069952,0.9624889447617966,True,Food Desert,0.0,#880e4f
1,7,5.565389867049945,-0.1786232764329642,514,9.9,0.111,22.38812640201969,0.6707575285707746,True,Food Desert,0.0,#880e4f
1,8,5.565389867049945,-0.1750130466240261,959,18.6,0.244,60.42052885799498,1.9284172804906352,True,Food Desert,0.0,#880e4f
1,9,5.565389867049945,-0.17140281681508795,305,21.7,0.338,89.84935475038047,2.9015729972233135,True,Food Desert,0.0,#880e4f
1,10,5.565389867049945,-0.16779258700614985,462,15.5,0.26,76.07710965463195,2.446150851053388,True,Food Desert,0.0,#880e4f
1,11,5.565389867049945,-0.16418235719721175,100,29.2,0.271,94.62717792367063,3.0595665900233655,True,Food Desert,0.0,#880e4f
1,12,5.565389867049945,-0.16057212738827364,356,20.9,0.259,104.80636096878419,3.3961729571358132,True,Food Desert,0.0,#880e4f
1,13,5.565389867049945,-0.15696189757933554,1110,33.2,0.368,154.96623095646888,5.054865166182228,True,Food Desert,0.0,#880e4f
1,14,5.565389867049945,-0.15335166777039744,864,21.9,0.336,149.95414320301387,4.889124885959135,True,Food Desert,0.0,#880e4f
1,15,5.565389867049945,-0.14974143796145933,513,16.3,0.217,100.1061570440578,3.240746086356699,True,Food Desert,0.0,#880e4f
1,16,5.565389867049945,-0.14613120815252123,584,26.0,0.251,125.74911628766354,4.0887103399464015,True,Food Desert,0.0,#880e4f
1,17,5.565389867049945,-0.1425209783435831,936,16.8,0.217,111.977897472125,3.6333221309256163,True,Food Desert,0.0,#880e4f
1,18,5.565389867049945,-0.138910748534645,100,10.5,0.235,124.80106905207758,4.057360207582413,True,Food Desert,0.0,#880e4f
1,19,5.565389867049945,-0.1353005187257069,249,30.7,0.295,161.11874519243116,5.258317197292824,True,Food Desert,0.0,#880e4f
1,20,5.565389867049945,-0.1316902889167688,100,20.6,0.208,113.46587626762557,3.682526780697018,True,Food Desert,0.0,#880e4f
1,21,5.565389867049945,-0.12808005910783066,799,26.9,0.337,182.36962298511298,5.961043608640642,True,Food Desert,0.0,#880e4f
1,22,5.565389867049945,-0.12446982929889255,568,10.7,0.21,112.50238995567688,3.6506661072234916,True,Food Desert,0.0,#880e4f
1,23,5.565389867049945,-0.12085959948995446,817,16.5,0.223,118.26987031153827,3.8413857947833736,True,Food Desert,0.0,#880e4f
1,24,5.565389867049945,-0.11724936968101635,260,20.4,0.265,136.8921577662649,4.457189685889185,True,Food Desert,0.0,#880e4f
1,25,5.565389867049945,-0.11363913987207824,455,22.1,0.308,157.61350487628755,5.142405517205728,True,Food Desert,0.0,#880e4f
1,26,5.565389867049945,-0.11002891006314014,737,18.9,0.239,114.50289450346561,3.716819016080588,True,Food Desert,0.0,#880e4f
1,27,5.565389867049945,-0.10641868025420204,983,18.6,0.306,145.13907064102034,4.729899526193795,True,Food Desert,0.0,#880e4f
1,28,5.565389867049945,-0.10280845044526392,825,31.9,0.356,165.61012336995546,5.406838594831727,True,Food Desert,0.0,#880e4f
1,29,5.565389867049945,-0.09919822063632582,499,21.5,0.293,133.66574393989853,4.350498271452357,True,Food Desert,0.0,#880e4f
1,30,5.565389867049945,-0.09558799082738771,513,18.4,0.284,121.76967401016762,3.9571176961924803,True,Food Desert,0.0,#880e4f
1,31,5.565389867049945,-0.0919777610184496,527,6.2,0.109,46.1286755270929,1.4558126708969177,True,Food Desert,0.0,#880e4f
1,32,5.565389867049945,-0.08836753120951149,1252,11.3,0.186,77.56966825244912,2.4955069462416817,True,Food Desert,0.0,#880e4f
1,33,5.565389867049945,-0.08475730140057339,302,13.5,0.209,81.25200320522995,2.6172748116443727,True,Food Desert,0.0,#880e4f
1,34,5.565389867049945,-0.08114707159163527,967,15.8,0.207,74.58838116783859,2.396921410406196,True,Food Desert,0.0,#880e4f
1,35,5.565389867049945,-0.07753684178269718,446,19.4,0.176,59.09394307915915,1.884549593103746,True,Food Desert,0.0,#880e4f
1,36,5.565389867049945,-0.07392661197375905,1210,5.0,0.156,46.62706479865439,1.4722934632517288,True,Food Desert,0.0,#880e4f
